p_DA,p_H,p_IM,p_IM_abs,xi,h_H,E_RE,z_on,z_sb,z_off,z_su,lambda_DA_RE,lambda_IM
-4.191441867961157,7.49732468506844,-1.7372553661268908,1.7372553661268908,0.0,117.70269889649882,1.5686274509803921,1.0,0.0,0.0,0.0,69.55,51.463005
8.659850003536476,8.367344512583918,-15.115429810238043,15.115429810238043,0.0,130.4646470131199,1.911764705882352,1.0,0.0,0.0,0.0,65.67,65.653831
2.101559592256596,10.0,-11.21920665108013,11.21920665108013,0.0,154.41337089705934,0.8823529411764699,1.0,0.0,0.0,0.0,61.51,61.494476
-6.795166290671563,10.0,-2.1754219446225633,2.1754219446225633,0.0,154.4133708970594,1.029411764705882,1.0,0.0,0.0,0.0,57.6,57.585537
-9.880050128221214,10.0,0.6153442458682665,0.6153442458682665,0.0,154.41337089705937,0.735294117647058,1.0,0.0,0.0,0.0,54.44,54.426514
9.810290952042696,10.0,-19.614212520670144,19.614212520670144,0.0,154.41337089705925,0.19607843137254902,1.0,0.0,0.0,0.0,52.09,47.987949
10.0,10.0,-18.431372549019613,18.431372549019613,0.0,154.41337089705937,1.5686274509803921,1.0,0.0,0.0,0.0,49.98,45.408772
10.0,10.0,-16.372549019607835,16.372549019607835,0.0,154.41337089705937,3.627450980392157,1.0,0.0,0.0,0.0,49.87,46.777542
9.35934782341414,10.0,-13.231896843021989,13.231896843021989,0.0,154.41337089705937,6.127450980392157,1.0,0.0,0.0,0.0,47.97,47.96529
10.0,10.0,-13.088235294117652,13.088235294117652,0.0,154.41337089705937,6.911764705882353,1.0,0.0,0.0,0.0,47.07,47.065441
10.0,10.0,-10.833333333333334,10.833333333333334,0.0,154.41337089705937,9.166666666666666,1.0,0.0,0.0,0.0,46.94,48.286667
10.0,10.0,-11.323529411764712,11.323529411764712,0.0,154.41337089705937,8.676470588235293,1.0,0.0,0.0,0.0,47.0,48.424591
9.205893169406245,10.0,-10.039226502739579,10.039226502739579,0.0,154.41337089705937,9.166666666666666,1.0,0.0,0.0,0.0,46.91,46.904751
-0.7418647551919682,10.0,0.34970789244687506,0.34970789244687506,0.0,154.4133708970592,9.607843137254902,1.0,0.0,0.0,0.0,50.87,52.494007
-10.0,10.0,9.411764705882344,9.411764705882344,0.0,154.41337089705937,9.411764705882351,1.0,0.0,0.0,0.0,53.99,53.984386
-0.8005879393638349,10.0,-0.3268630410283304,0.3268630410283304,0.0,154.41337089705937,8.872549019607842,1.0,0.0,0.0,0.0,54.44,54.434311
7.730259673859035,10.0,-8.661632222878625,8.661632222878625,0.0,154.41337089705937,9.068627450980392,1.0,0.0,0.0,0.0,54.18,48.788815
1.7562342351191003,10.0,-2.5895675684524395,2.5895675684524395,0.0,154.41337089705937,9.166666666666666,1.0,0.0,0.0,0.0,53.9,48.788815
-10.0,10.0,8.774509803921562,8.774509803921562,0.0,154.41337089705937,8.774509803921568,1.0,0.0,0.0,0.0,53.01,48.286667
-10.0,10.0,8.921568627450968,8.921568627450968,0.0,154.41337089705945,8.92156862745098,1.0,0.0,0.0,0.0,51.74,46.777542
8.604293714234599,10.0,-12.868999596587546,12.868999596587546,0.0,154.41337089705937,5.735294117647058,1.0,0.0,0.0,0.0,51.6,45.770565
1.1230557553014986,10.0,-8.034820461183857,8.034820461183857,0.0,154.41337089705937,3.088235294117647,1.0,0.0,0.0,0.0,51.41,44.995247
10.0,10.0,-15.049019607843148,15.049019607843148,0.0,154.41337089705937,4.950980392156863,1.0,0.0,0.0,0.0,51.69,44.995247
10.0,10.0,-13.186274509803928,13.186274509803928,0.0,154.41337089705937,6.813725490196079,1.0,0.0,0.0,0.0,52.59,46.777542
7.275984434842316,10.0,-8.158337376018792,8.158337376018792,0.0,154.41337089705937,9.117647058823529,1.0,0.0,0.0,0.0,53.34,46.777542
-0.7904406280293159,10.0,0.10416611822537547,0.10416611822537547,0.0,154.41337089705937,9.313725490196079,1.0,0.0,0.0,0.0,52.81,46.274052
7.740295458372268,10.0,-8.328530752489916,8.328530752489916,0.0,154.41337089705937,9.411764705882351,1.0,0.0,0.0,0.0,51.79,46.274052
8.667344754827765,10.0,-9.353619264631686,9.353619264631686,0.0,154.41337089705928,9.313725490196079,1.0,0.0,0.0,0.0,51.04,44.495777
-2.150593739926813,10.0,1.464319230122884,1.464319230122884,0.0,154.41337089705937,9.313725490196079,1.0,0.0,0.0,0.0,45.43,44.262779
9.104074079389315,10.0,-9.741328981350104,9.741328981350104,0.0,154.41337089705937,9.362745098039216,1.0,0.0,0.0,0.0,43.96,43.954792
-10.0,10.0,9.705882352941167,9.705882352941167,0.0,154.41337089705937,9.705882352941176,1.0,0.0,0.0,0.0,31.41,31.40642
-7.951942759933445,10.0,7.6578251128746135,7.6578251128746135,0.0,154.41337089705937,9.705882352941176,1.0,0.0,0.0,0.0,26.9,26.899128
0.7596195614858328,10.0,-1.2988352477603478,1.2988352477603478,0.0,154.41337089705937,9.46078431372549,1.0,0.0,0.0,0.0,25.12,25.119511
-7.46357829880176,10.0,4.816519475272344,4.816519475272344,0.0,154.41337089705937,7.352941176470589,1.0,0.0,0.0,0.0,24.12,24.11923
-1.0648295332503954,10.0,-2.2685038000829367,2.2685038000829367,0.0,154.41337089705937,6.666666666666666,1.0,0.0,0.0,0.0,22.04,22.039663
3.292329956584661,10.0,-6.625663289918,6.625663289918,0.0,154.41337089705937,6.666666666666666,1.0,0.0,0.0,0.0,18.37,18.369287
-5.97335374792286,10.0,2.983157669491482,2.983157669491482,0.0,154.41337089705937,7.009803921568627,1.0,0.0,0.0,0.0,22.09,22.089209
-6.5755517845952545,10.0,3.830453745379563,3.830453745379563,0.0,154.41337089705937,7.254901960784314,1.0,0.0,0.0,0.0,23.35,23.349268
-10.0,10.0,5.147058823529392,5.147058823529392,0.0,154.41337089705945,5.147058823529411,1.0,0.0,0.0,0.0,48.22,45.601841
-2.117743151651682,10.0,-4.20578626011303,4.20578626011303,0.0,154.41337089705937,3.676470588235294,1.0,0.0,0.0,0.0,49.99,45.601841
2.0539574393277213,10.0,-10.093173125602235,10.093173125602235,0.0,154.41337089705934,1.96078431372549,1.0,0.0,0.0,0.0,50.73,46.108009
-10.0,10.0,1.9117647058823461,1.9117647058823461,0.0,154.41337089705937,1.911764705882352,1.0,0.0,0.0,0.0,50.93,46.108009
-10.0,10.0,1.7156862745097996,1.7156862745097996,0.0,154.41337089705937,1.715686274509804,1.0,0.0,0.0,0.0,51.02,46.108009
-10.0,10.0,2.1568627450980262,2.1568627450980262,0.0,154.41337089705937,2.156862745098039,1.0,0.0,0.0,0.0,51.36,51.359821
-7.186992810786654,10.0,-0.9502620911741388,0.9502620911741388,0.0,154.41337089705937,1.8627450980392148,1.0,0.0,0.0,0.0,51.74,47.121681
-4.982946451927006,10.0,-3.252347665720059,3.252347665720059,0.0,154.41337089705937,1.7647058823529411,1.0,0.0,0.0,0.0,51.92,47.121681
10.0,10.0,-17.107843137254907,17.107843137254907,0.0,154.41337089705937,2.8921568627450975,1.0,0.0,0.0,0.0,53.22,47.121681
10.0,10.0,-17.8921568627451,17.8921568627451,0.0,154.41337089705937,2.107843137254902,1.0,0.0,0.0,0.0,55.26,47.998768
-7.388887684723291,9.638334753459842,-1.2200353040306693,1.2200353040306693,0.0,149.10825833989935,1.029411764705882,1.0,0.0,0.0,0.0,55.87,49.999329
8.476680599209596,9.160225659022963,-16.9016121405855,16.9016121405855,0.0,142.09508086472326,0.735294117647058,1.0,0.0,0.0,0.0,60.16,60.158813
-4.661729483771261,10.0,-4.651996006424822,4.651996006424822,0.0,154.41337089705934,0.6862745098039209,1.0,0.0,0.0,0.0,58.01,58.009613
-9.449072939928396,10.0,-0.011711373797094637,0.011711373797094637,0.0,154.41337089705928,0.539215686274509,1.0,0.0,0.0,0.0,52.75,47.627846
-5.7612831132081945,4.6579507731113114,1.2503911636262943,1.2503911636262943,0.0,76.05313942431579,0.147058823529411,1.0,0.0,0.0,0.0,51.9,46.614174
8.270548395544028,10.0,-18.17250917985775,18.17250917985775,0.0,154.41337089705937,0.09803921568627401,1.0,0.0,0.0,0.0,51.13,45.094337
6.629628281780926,10.0,-16.62962828178095,16.62962828178095,0.0,154.41337089705962,0.0,1.0,0.0,0.0,0.0,50.21,44.588169
10.0,10.0,-19.950980392156858,19.950980392156858,0.0,154.41337089705937,0.049019607843137004,1.0,0.0,0.0,0.0,50.29,43.753933
8.327426890264338,10.0,-18.278407282421206,18.278407282421206,0.0,154.4133708970594,0.049019607843137004,1.0,0.0,0.0,0.0,49.03,43.24509
10.0,10.0,-20.0,20.0,0.0,154.41337089705937,0.0,1.0,0.0,0.0,0.0,48.81,42.396122
-0.1199884270542595,10.0,-9.880011572945756,9.880011572945756,0.0,154.4133708970595,0.0,1.0,0.0,0.0,0.0,48.66,40.996799
10.0,10.0,-20.0,20.0,0.0,154.41337089705937,0.0,1.0,0.0,0.0,0.0,47.82,40.996799
9.25410900656087,10.0,-19.25410900656087,19.25410900656087,0.0,154.41337089705928,0.0,1.0,0.0,0.0,0.0,48.72,40.996799
4.824141887106773,10.0,-14.82414188710678,14.82414188710678,0.0,154.4133708970594,0.0,1.0,0.0,0.0,0.0,49.38,40.996799
-10.0,10.0,0.0,0.0,0.0,154.41337089705954,0.0,1.0,0.0,0.0,0.0,49.65,43.24509
0.6633454084824999,10.0,-10.663345408482503,10.663345408482503,0.0,154.41337089705937,0.0,1.0,0.0,0.0,0.0,50.44,43.753933
-4.807292006467515,10.0,-5.1927079935324905,5.1927079935324905,0.0,154.41337089705937,0.0,1.0,0.0,0.0,0.0,53.4,44.896156
-10.0,10.0,0.0,0.0,0.0,154.41337089705937,0.0,1.0,0.0,0.0,0.0,52.35,47.99609
-10.0,10.0,0.0,0.0,0.0,154.41337089705937,0.0,1.0,0.0,0.0,0.0,52.77,97.639229
-10.0,10.0,0.0,0.0,0.0,154.41337089705945,0.0,1.0,0.0,0.0,0.0,52.86,93.73452
-6.679327068964107,10.0,-3.12459449966335,3.12459449966335,0.0,154.41337089705937,0.19607843137254902,1.0,0.0,0.0,0.0,52.44,73.648552
-6.077629070995739,10.0,-3.873351321161124,3.873351321161124,0.0,154.41337089705937,0.049019607843137004,1.0,0.0,0.0,0.0,51.52,46.370464
10.0,10.0,-20.0,20.0,0.0,154.41337089705937,0.0,1.0,0.0,0.0,0.0,51.57,46.995808
10.0,10.0,-20.0,20.0,0.0,154.41337089705937,0.0,1.0,0.0,0.0,0.0,53.4,48.841038
-1.8352035775644238,8.949207485025406,-6.868905868245297,6.868905868245297,0.0,138.9997456745916,0.245098039215686,1.0,0.0,0.0,0.0,61.91,61.903614
10.0,9.016342275126899,-18.379087373166115,18.379087373166115,0.0,139.98451714875694,0.637254901960784,1.0,0.0,0.0,0.0,61.36,61.354599
3.2266565964757783,10.0,-12.1972448317699,12.1972448317699,0.0,154.41337089705937,1.029411764705882,1.0,0.0,0.0,0.0,58.57,93.73452
-6.890237476986252,10.0,-2.0313311504647285,2.0313311504647285,0.0,154.41337089705928,1.0784313725490189,1.0,0.0,0.0,0.0,51.95,93.597931
-8.721512969666295,4.700762000675655,4.608986263108286,4.608986263108286,0.0,76.68111898030503,0.588235294117647,1.0,0.0,0.0,0.0,51.57,71.287781
8.73303685267484,10.0,-17.703625087968955,17.703625087968955,0.0,154.41337089705925,1.029411764705882,1.0,0.0,0.0,0.0,50.71,47.314507
5.379373634544892,10.0,-13.71270696787825,13.71270696787825,0.0,154.41337089705962,1.666666666666666,1.0,0.0,0.0,0.0,50.23,47.314507
10.0,10.0,-18.235294117647065,18.235294117647065,0.0,154.41337089705937,1.7647058823529411,1.0,0.0,0.0,0.0,48.62,48.618679
8.723535446565634,10.0,-18.38039819166368,18.38039819166368,0.0,154.41337089705937,0.34313725490196,1.0,0.0,0.0,0.0,47.98,47.978573
10.0,10.0,-19.117647058823536,19.117647058823536,0.0,154.41337089705937,0.8823529411764699,1.0,0.0,0.0,0.0,47.84,43.998661
3.033403279269403,10.0,-10.631442494955694,10.631442494955694,0.0,154.41337089705937,2.401960784313725,1.0,0.0,0.0,0.0,46.96,43.998661
10.0,10.0,-17.79411764705882,17.79411764705882,0.0,154.41337089705928,2.205882352941176,1.0,0.0,0.0,0.0,48.09,43.998661
10.0,10.0,-18.13725490196079,18.13725490196079,0.0,154.41337089705937,1.8627450980392148,1.0,0.0,0.0,0.0,49.87,45.498493
5.3957181497491025,10.0,-13.827090698768705,13.827090698768705,0.0,154.41337089705937,1.5686274509803921,1.0,0.0,0.0,0.0,53.51,53.507866
-10.0,10.0,1.3725490196078365,1.3725490196078365,0.0,154.4133708970594,1.372549019607843,1.0,0.0,0.0,0.0,66.97,49.861401
2.2853191227834797,10.0,-10.275515201214859,10.275515201214859,0.0,154.4133708970594,2.009803921568627,1.0,0.0,0.0,0.0,72.85,133.91362
0.9527250006555401,10.0,-9.23703872614572,9.23703872614572,0.0,154.41337089705902,1.715686274509804,1.0,0.0,0.0,0.0,73.13,93.73954
-6.432315244141909,6.6266511252144635,1.8154680404960732,1.8154680404960732,0.0,104.93116146027579,2.009803921568627,1.0,0.0,0.0,0.0,72.32,93.73954
-5.181001020162272,5.386824075747506,2.049078905199079,2.049078905199079,0.0,86.74466963736474,2.254901960784313,1.0,0.0,0.0,0.0,69.52,69.517242
-10.0,4.161234697951198,8.779941772637038,8.779941772637038,0.0,68.76702412049846,2.9411764705882346,1.0,0.0,0.0,0.0,67.13,51.388016
-5.026021254942621,7.741211846964537,1.0102996040565158,1.0102996040565158,0.0,121.28017518840846,3.725490196078431,1.0,0.0,0.0,0.0,65.15,51.388016
-1.6431613326825127,5.219796843887116,-1.2727139425771536,1.2727139425771536,0.0,84.2946187308787,2.30392156862745,1.0,0.0,0.0,0.0,60.98,49.39806
10.0,10.0,-17.40196078431373,17.40196078431373,0.0,154.41337089705937,2.598039215686274,1.0,0.0,0.0,0.0,53.25,49.861401
10.0,10.0,-14.656862745098046,14.656862745098046,0.0,154.41337089705937,5.3431372549019605,1.0,0.0,0.0,0.0,53.26,53.25745
10.0,10.0,-10.686274509803926,10.686274509803926,0.0,154.41337089705937,9.313725490196079,1.0,0.0,0.0,0.0,53.0,52.997658
-4.736100495826699,10.0,4.736100495826694,4.736100495826694,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,51.32,51.318378
5.112347198158922,10.0,-5.112347198158837,5.112347198158837,0.0,154.41337089705803,10.0,1.0,0.0,0.0,0.0,50.89,50.888515
-0.9742114745156272,10.0,0.9251918666724865,0.9251918666724865,0.0,154.41337089705937,9.950980392156865,1.0,0.0,0.0,0.0,50.6,50.597923
-0.43785361709462944,10.0,0.43785361709462944,0.43785361709462944,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,50.03,50.027451
-9.25968764251778,10.0,9.210668034674642,9.210668034674642,0.0,154.41337089705937,9.950980392156865,1.0,0.0,0.0,0.0,21.15,21.148979
-10.0,10.0,9.901960784313717,9.901960784313717,0.0,154.41337089705937,9.901960784313726,1.0,0.0,0.0,0.0,14.38,14.379645
-2.4317999583742207,10.0,2.4317999583742154,2.4317999583742154,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,17.94,17.941952
3.2871889617314896,10.0,-10.0,10.0,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,20.91,0.0
3.152629245409244,10.0,-3.152629245409244,3.152629245409244,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,7.78,7.780293
4.723424707424841,10.0,-4.723424707424839,4.723424707424839,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,14.33,14.331061
3.4298118668596214,10.0,-3.4298118668596267,3.4298118668596267,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,18.56,18.562073
-0.7789684746671202,10.0,0.7789684746671153,0.7789684746671153,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,18.57,50.840443
1.6002585026301732,10.0,-1.6002585026301785,1.6002585026301785,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,35.81,35.814259
-10.0,10.0,10.0,10.0,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,43.87,43.875816
-4.508228981593617,10.0,4.508228981593612,4.508228981593612,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,46.93,46.936234
-0.15190016506091908,10.0,0.10288055721781397,0.10288055721781397,0.0,154.41337089705937,9.950980392156865,1.0,0.0,0.0,0.0,43.88,53.574059
-10.0,10.0,10.0,10.0,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,43.85,53.961132
-10.0,10.0,10.0,10.0,0.0,154.41337089705985,10.0,1.0,0.0,0.0,0.0,46.74,53.961132
-10.0,10.0,10.0,10.0,0.0,154.4133708970591,10.0,1.0,0.0,0.0,0.0,43.94,43.945461
9.617133541435082,10.0,-9.617133541435065,9.617133541435065,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,43.21,43.215515
4.040483144952397,10.0,-4.285581184168089,4.285581184168089,0.0,154.41337089705937,9.754901960784313,1.0,0.0,0.0,0.0,43.81,43.815544
10.0,10.0,-10.049019607843135,10.049019607843135,0.0,154.41337089705937,9.950980392156865,1.0,0.0,0.0,0.0,45.6,3.348379
10.0,10.0,-10.0,10.0,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,35.21,6.696757
6.702862098243315,10.0,-6.751881706086456,6.751881706086456,0.0,154.41337089705937,9.950980392156865,1.0,0.0,0.0,0.0,45.64,52.943226
-3.9508101790940016,10.0,3.8527709634077114,3.8527709634077114,0.0,154.4133708970595,9.901960784313726,1.0,0.0,0.0,0.0,45.63,52.943226
-7.689392213176087,10.0,7.689392213176082,7.689392213176082,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,37.94,37.945168
-10.0,10.0,10.0,10.0,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,39.53,51.818169
-6.425277787011121,10.0,6.425277787011115,6.425277787011115,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,35.97,51.806114
-6.450496911831735,10.0,6.4504969118317295,6.4504969118317295,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,29.72,51.806114
-10.0,10.0,10.0,10.0,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,22.55,50.398457
-10.0,10.0,10.0,10.0,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,20.04,20.039913
-6.999765857651473,10.0,6.99976585765147,6.99976585765147,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,7.24,7.240728
-10.0,10.0,10.0,10.0,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,3.43,3.430171
-0.924364294246768,10.0,0.9243642942467698,0.9243642942467698,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,10.04,10.040048
0.2749638205499263,10.0,-0.2749638205499316,0.2749638205499316,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,14.2,14.200185
-9.248846465744645,10.0,9.24884646574464,9.24884646574464,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,25.41,25.410856
-4.236655405128128,10.0,4.236655405128123,4.236655405128123,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,36.98,36.980484
-10.0,10.0,10.0,10.0,0.0,154.41337089705948,10.0,1.0,0.0,0.0,0.0,43.89,43.890385
-5.47871987608741,10.0,5.478719876087406,5.478719876087406,0.0,154.41337089705934,10.0,1.0,0.0,0.0,0.0,50.98,50.981102
0.7110298504789085,10.0,-0.7110298504789139,0.7110298504789139,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,50.3,47.068752
-10.0,10.0,10.0,10.0,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,50.21,47.068752
-10.0,10.0,10.0,10.0,0.0,154.41337089705985,10.0,1.0,0.0,0.0,0.0,45.8,45.80035
-10.0,10.0,10.0,10.0,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,43.64,43.639919
5.812861721496871,10.0,-5.812861721496876,5.812861721496876,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,43.49,43.491245
4.507257539934553,10.0,-4.5072575399345585,4.5072575399345585,0.0,154.41337089705937,10.0,1.0,0.0,0.0,0.0,45.05,93.757118
10.0,10.0,-10.049019607843146,10.049019607843146,0.0,154.41337089705937,9.950980392156865,1.0,0.0,0.0,0.0,49.95,47.580399
10.0,10.0,-10.049019607843142,10.049019607843142,0.0,154.41337089705937,9.950980392156865,1.0,0.0,0.0,0.0,53.82,53.820602
-0.9845630743280402,9.54942633175573,1.239058311199761,1.239058311199761,0.0,147.80409879199715,9.803921568627452,1.0,0.0,0.0,0.0,55.94,55.940853
-3.295682537430035,9.927815202101996,2.191396747092745,2.191396747092745,0.0,153.35452302204723,8.823529411764707,1.0,0.0,0.0,0.0,54.19,54.190273
-1.2706253494957989,10.0,-2.55290406226891,2.55290406226891,0.0,154.41337089705937,6.176470588235294,1.0,0.0,0.0,0.0,54.19,49.62698
2.4403932921118145,10.0,-7.6364717234843695,7.6364717234843695,0.0,154.41337089705937,4.803921568627451,1.0,0.0,0.0,0.0,52.98,48.092041
0.42275862479641124,6.416856021764892,-2.623928372051499,2.623928372051499,0.0,101.85376696802561,4.215686274509804,1.0,0.0,0.0,0.0,51.68,48.092041
7.279664145755775,10.0,-13.162017086932252,13.162017086932252,0.0,154.41337089705937,4.117647058823529,1.0,0.0,0.0,0.0,50.96,54.00008
9.207400653161077,10.0,-15.579949672768944,15.579949672768944,0.0,154.41337089705962,3.627450980392157,1.0,0.0,0.0,0.0,49.96,52.801331
